EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.000540972,0,1,INITIAL_BUFFERING,Writing,45226
0.004248857,0,1,PLAY,InitialBuffering-Play,0
0.005470991,0,0,PLAY,StillPlaying,45226
0.23021698,0,1,PLAY,Writing,88783
0.583215952,0,2,PLAY,Writing,128503
1.386643887,1,3,PLAY,Writing,177437
2.726382971,2,4,PLAY,Writing,217761
3.759355068,3,5,PLAY,Writing,255865
4.008552074,4,4,PLAY,StillPlaying,88783
4.829262018,4,5,PLAY,Writing,323047
7.185833931,7,6,PLAY,Writing,378355
8.008642912,8,5,PLAY,StillPlaying,128503
10.15043306,10,6,PLAY,Writing,509091
12.00857997,12,5,PLAY,StillPlaying,177437
13.24457002,13,6,PLAY,Writing,577751
16.00863194,16,5,PLAY,StillPlaying,217761
16.82370901,16,6,PLAY,Writing,577751
20.00886202,20,5,PLAY,StillPlaying,255865
20.39502907,20,6,PLAY,Writing,577751
23.99392605,23,7,PLAY,Writing,577751
24.00842285,24,6,PLAY,StillPlaying,323047
27.53001308,27,7,PLAY,Writing,577751
28.0085659,28,6,PLAY,StillPlaying,378355
31.11781192,31,7,PLAY,Writing,577751
32.00892901,32,6,PLAY,StillPlaying,509091
32.89308786,32,7,PLAY,Writing,577751
35.271034,35,8,PLAY,Writing,577751
36.0088799,36,7,PLAY,StillPlaying,577751
38.33475995,38,8,PLAY,Writing,577751
40.008564,40,7,PLAY,StillPlaying,577751
40.92756605,40,8,PLAY,Writing,577751
43.70512891,43,9,PLAY,Writing,577751
44.00851798,44,8,PLAY,StillPlaying,577751
47.16619802,47,9,PLAY,Writing,577751
48.00858498,48,8,PLAY,StillPlaying,577751
50.61621499,50,9,PLAY,Writing,577751
52.00863194,52,8,PLAY,StillPlaying,577751
52.62617087,52,9,PLAY,Writing,577751
54.9465549,54,10,PLAY,Writing,577751
56.00889301,56,9,PLAY,StillPlaying,577751
56.70937896,56,10,PLAY,Writing,577751
58.057477,58,11,PLAY,Writing,577751
60.00861907,60,10,PLAY,StillPlaying,577751
63.63128686,63,11,PLAY,Writing,577751
64.00915909,64,10,PLAY,StillPlaying,577751
68.00890803,68,9,PLAY,StillPlaying,577751
70.43435097,70,10,PLAY,Writing,577751
72.00893497,72,9,PLAY,StillPlaying,577751
72.84844995,72,10,PLAY,Writing,577751
75.46429205,75,11,PLAY,Writing,577751
76.0086,76,10,PLAY,StillPlaying,577751
80.00863695,80,9,PLAY,StillPlaying,577751
82.82736802,82,10,PLAY,Writing,577751
84.00857902,84,9,PLAY,StillPlaying,577751
86.15782595,86,10,PLAY,Writing,577751
88.00884891,88,9,PLAY,StillPlaying,577751
89.1179769,89,10,PLAY,Writing,577751
91.65505505,91,11,PLAY,Writing,577751
92.00854898,92,10,PLAY,StillPlaying,577751
96.00890899,96,9,PLAY,StillPlaying,577751
99.17354608,99,10,PLAY,Writing,577751
100.008554,100,9,PLAY,StillPlaying,577751
102.6890199,102,10,PLAY,Writing,577751
104.0085649,104,9,PLAY,StillPlaying,577751
106.2221169,106,10,PLAY,Writing,577751
108.0086219,108,9,PLAY,StillPlaying,577751
109.180254,109,10,PLAY,Writing,577751
111.6117899,111,11,PLAY,Writing,577751
112.0085199,112,10,PLAY,StillPlaying,577751
116.008631,116,9,PLAY,StillPlaying,577751
118.868355,118,10,PLAY,Writing,577751
120.008549,120,9,PLAY,StillPlaying,577751
120.9821649,120,10,PLAY,Writing,577751
123.263242,123,11,PLAY,Writing,577751
124.0086429,124,10,PLAY,StillPlaying,577751
128.008925,128,9,PLAY,StillPlaying,577751
129.971869,129,10,PLAY,Writing,577751
132.0087509,132,9,PLAY,StillPlaying,577751
132.465246,132,10,PLAY,Writing,577751
134.2668989,134,11,PLAY,Writing,577751
136.008621,136,10,PLAY,StillPlaying,577751
140.008594,140,9,PLAY,StillPlaying,577751
141.5969949,141,10,PLAY,Writing,577751
143.9417861,143,11,PLAY,Writing,577751
144.0087891,144,10,PLAY,StillPlaying,577751
148.0085981,148,9,PLAY,StillPlaying,577751
151.419939,151,10,PLAY,Writing,577751
152.0085819,152,9,PLAY,StillPlaying,577751
153.5074329,153,10,PLAY,Writing,577751
155.754878,155,11,PLAY,Writing,577751
156.0084679,156,10,PLAY,StillPlaying,577751
160.0088711,160,9,PLAY,StillPlaying,577751
162.0851619,162,10,PLAY,Writing,577751
164.0088921,164,9,PLAY,StillPlaying,577751
164.9579539,164,10,PLAY,Writing,577751
167.3240271,167,11,PLAY,Writing,577751
168.0088339,168,10,PLAY,StillPlaying,577751
172.0086079,172,9,PLAY,StillPlaying,577751
174.7011881,174,10,PLAY,Writing,577751
176.0085759,176,9,PLAY,StillPlaying,577751
178.102257,178,10,PLAY,Writing,577751
180.008574,180,9,PLAY,StillPlaying,577751
181.5054719,181,10,PLAY,Writing,577751
183.393492,183,11,PLAY,Writing,577751
184.008913,184,10,PLAY,StillPlaying,577751
188.0085869,188,9,PLAY,StillPlaying,577751
190.193306,190,10,PLAY,Writing,577751
192.0085819,192,9,PLAY,StillPlaying,577751
193.051614,193,10,PLAY,Writing,577751
195.2228811,195,11,PLAY,Writing,577751
196.008734,196,10,PLAY,StillPlaying,577751
200.0085819,200,9,PLAY,StillPlaying,577751
201.956491,201,10,PLAY,Writing,577751
204.008589,204,9,PLAY,StillPlaying,577751
204.9974849,204,10,PLAY,Writing,577751
207.4617479,207,11,PLAY,Writing,577751
208.008955,208,10,PLAY,StillPlaying,577751
212.0086839,212,9,PLAY,StillPlaying,577751
214.4844589,214,10,PLAY,Writing,577751
216.0089431,216,9,PLAY,StillPlaying,577751
217.81352,217,10,PLAY,Writing,577751
219.8448,219,11,PLAY,Writing,577751
220.030993,220,10,PLAY,StillPlaying,577751
224.008574,224,9,PLAY,StillPlaying,577751
226.650461,226,10,PLAY,Writing,577751
228.008836,228,9,PLAY,StillPlaying,577751
229.7375159,229,10,PLAY,Writing,577751
231.955111,231,11,PLAY,Writing,577751
232.008462,232,10,PLAY,StillPlaying,577751
236.0085549,236,9,PLAY,StillPlaying,577751
239.5376439,239,10,PLAY,Writing,577751
240.008858,240,9,PLAY,StillPlaying,577751
242.7629149,242,10,PLAY,Writing,577751
244.0087249,244,9,PLAY,StillPlaying,577751
246.047323,246,10,PLAY,Writing,577751
247.939786,247,11,PLAY,Writing,577751
248.008467,248,10,PLAY,StillPlaying,577751
252.0088091,252,9,PLAY,StillPlaying,577751
254.3819799,254,10,PLAY,Writing,577751
256.0088921,256,9,PLAY,StillPlaying,577751
256.370389,256,10,PLAY,Writing,577751
258.3458459,258,11,PLAY,Writing,782553
260.0086291,260,10,PLAY,StillPlaying,577751
264.0085759,264,9,PLAY,StillPlaying,577751
264.231226,264,10,PLAY,Writing,782553
266.365536,266,11,PLAY,Writing,782553
268.0086279,268,10,PLAY,StillPlaying,577751
272.0086789,272,9,PLAY,StillPlaying,577751
272.5337961,272,10,PLAY,Writing,782553
276.008903,276,9,PLAY,StillPlaying,577751
276.868804,276,10,PLAY,Writing,1008699
280.008754,280,9,PLAY,StillPlaying,577751
282.510453,282,10,PLAY,Writing,1008699
284.008584,284,9,PLAY,StillPlaying,577751
286.6399419,286,10,PLAY,Writing,782553
288.008657,288,9,PLAY,StillPlaying,577751
290.9389,290,10,PLAY,Writing,782553
292.0085831,292,9,PLAY,StillPlaying,577751
295.355165,295,10,PLAY,Writing,782553
296.0085759,296,9,PLAY,StillPlaying,577751
299.8453259,299,10,PLAY,Writing,782553
300.008569,300,9,PLAY,StillPlaying,782553
